"This the the original data from Richard P. Rumelt, Strategy, Structure, and Economic Performance,",,,,,,,
"updated to extend to 1974. The rank column shows ranks in only 1949,1959, 1969,and 1974. ",,,,,,,
"The 1949 ranks are exact for 1-99, 100-200 are marked 200, and 300-500 are marked 500.",,,,,,,
"In500  = 1 when the firm was in the top 500, and 0 when it was smaller than that. ",,,,,,,
Data begins and ends in 1949 and 1974 unless the firm was formed after 1949 and/or was acquired or otherwise disappeared before 1974.,,,,,,,
Change the extension to CSV to open as a spreadsheet.,,,,,,,

Name,Symbol,SIC,Year,In 500,Rank,Strategy,Structure
PULLMAN INC,PU,3740,1963,1,--,UC,PD
PULLMAN INC,PU,3740,1964,1,--,UC,PD
PULLMAN INC,PU,3740,1965,1,--,UC,PD
PULLMAN INC,PU,3740,1966,1,--,UC,PD
PULLMAN INC,PU,3740,1967,1,--,UC,PD
PULLMAN INC,PU,3740,1968,1,--,UC,PD
PULLMAN INC,PU,3740,1969,1,151,UC,PD
PULLMAN INC,PU,3740,1970,1,--,UC,PD
PULLMAN INC,PU,3740,1971,1,--,UC,PD
PULLMAN INC,PU,3740,1972,1,--,UC,PD
PULLMAN INC,PU,3740,1973,1,--,UC,PD
PULLMAN INC,PU,3740,1974,1,144,UC,PD
QUESTOR CORP,IQ,3714,1949,0,0,DU,HC
QUESTOR CORP,IQ,3714,1950,0,--,DU,HC
QUESTOR CORP,IQ,3714,1951,0,--,DU,HC
QUESTOR CORP,IQ,3714,1952,0,--,DU,HC
QUESTOR CORP,IQ,3714,1953,0,--,DU,HC
QUESTOR CORP,IQ,3714,1954,0,--,DU,HC
QUESTOR CORP,IQ,3714,1955,0,--,DU,HC
QUESTOR CORP,IQ,3714,1956,0,--,DU,HC
QUESTOR CORP,IQ,3714,1957,0,--,DU,HC
QUESTOR CORP,IQ,3714,1958,0,--,DU,HC
QUESTOR CORP,IQ,3714,1959,0,0,DU,HC
QUESTOR CORP,IQ,3714,1960,0,--,DU,HC
QUESTOR CORP,IQ,3714,1961,0,--,DU,HC
QUESTOR CORP,IQ,3714,1962,0,--,DU,HC
QUESTOR CORP,IQ,3714,1963,0,--,DU,PD
QUESTOR CORP,IQ,3714,1964,0,--,DU,PD
QUESTOR CORP,IQ,3714,1965,0,--,DU,PD
QUESTOR CORP,IQ,3714,1966,0,--,DU,PD
QUESTOR CORP,IQ,3714,1967,1,--,UC,PD
QUESTOR CORP,IQ,3714,1968,1,--,UC,PD
QUESTOR CORP,IQ,3714,1969,1,378,UC,PD
QUESTOR CORP,IQ,3714,1970,1,--,UP,PD
QUESTOR CORP,IQ,3714,1971,1,--,UP,PD
QUESTOR CORP,IQ,3714,1972,1,--,UP,PD
QUESTOR CORP,IQ,3714,1973,1,--,UP,PD
QUESTOR CORP,IQ,3714,1974,1,422,UP,PD
RALSTON PURINA CO,RAL,2042,1949,1,200,DC,FU
RALSTON PURINA CO,RAL,2042,1950,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1951,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1952,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1953,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1954,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1955,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1956,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1957,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1958,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1959,1,81,DC,FU
RALSTON PURINA CO,RAL,2042,1960,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1961,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1962,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1963,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1964,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1965,1,--,DC,FU
RALSTON PURINA CO,RAL,2042,1966,1,--,DC,PD
RALSTON PURINA CO,RAL,2042,1967,1,--,DC,PD
RALSTON PURINA CO,RAL,2042,1968,1,--,DC,PD
RALSTON PURINA CO,RAL,2042,1969,1,78,DC,PD
RALSTON PURINA CO,RAL,2042,1970,1,--,DC,PD
RALSTON PURINA CO,RAL,2042,1971,1,--,DC,PD
RALSTON PURINA CO,RAL,2042,1972,1,--,RC,PD
RALSTON PURINA CO,RAL,2042,1973,1,--,RC,PD
RALSTON PURINA CO,RAL,2042,1974,1,55,RC,PD
RATH PACKING CO,RHP,2010,1949,1,200,DV,FU
RATH PACKING CO,RHP,2010,1950,1,--,DV,FU
RATH PACKING CO,RHP,2010,1951,1,--,DV,FU
RATH PACKING CO,RHP,2010,1952,1,--,DV,FU
RATH PACKING CO,RHP,2010,1953,1,--,DV,FU
RATH PACKING CO,RHP,2010,1954,1,--,DV,FU
RATH PACKING CO,RHP,2010,1955,1,--,DV,FU
RATH PACKING CO,RHP,2010,1956,1,--,DV,FU
RATH PACKING CO,RHP,2010,1957,1,--,DV,FU
RATH PACKING CO,RHP,2010,1958,1,--,DV,FU
RATH PACKING CO,RHP,2010,1959,1,176,DV,FU
RATH PACKING CO,RHP,2010,1960,1,--,DV,FU
RATH PACKING CO,RHP,2010,1961,1,--,DV,FU
RATH PACKING CO,RHP,2010,1962,1,--,DV,FU
RATH PACKING CO,RHP,2010,1963,1,--,DV,FU
RATH PACKING CO,RHP,2010,1964,1,--,DV,FU
RATH PACKING CO,RHP,2010,1965,1,--,DV,FU
RATH PACKING CO,RHP,2010,1966,1,--,DV,FU
RATH PACKING CO,RHP,2010,1967,1,--,DV,FU
RATH PACKING CO,RHP,2010,1968,1,--,DV,FU
RATH PACKING CO,RHP,2010,1969,1,349,DV,FU
RATH PACKING CO,RHP,2010,1970,1,--,DV,FU
RATH PACKING CO,RHP,2010,1971,1,--,DV,FU
RATH PACKING CO,RHP,2010,1972,1,--,DV,FU
RATH PACKING CO,RHP,2010,1973,1,--,DV,FU
RATH PACKING CO,RHP,2010,1974,1,415,DV,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1949,1,500,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1950,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1951,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1952,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1953,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1954,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1955,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1956,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1957,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1958,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1959,1,423,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1960,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1961,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1962,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1963,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1964,1,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1965,0,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1966,0,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1967,0,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1968,0,--,RC,FU
RAYBESTOS-MANHATTAN INC,RAY,3714,1969,0,525,RC,FS
RAYBESTOS-MANHATTAN INC,RAY,3714,1970,0,--,RC,FS
RAYBESTOS-MANHATTAN INC,RAY,3714,1971,0,--,RC,FS
RAYBESTOS-MANHATTAN INC,RAY,3714,1972,0,--,RC,FS
RAYBESTOS-MANHATTAN INC,RAY,3714,1973,0,--,DC,FS
RAYBESTOS-MANHATTAN INC,RAY,3714,1974,0,631,DC,PD
RAYONIER,RAY_,2400,1949,1,500,SB,FU
RAYONIER,RAY_,2400,1950,1,--,SB,FU
RAYONIER,RAY_,2400,1951,1,--,SB,FU
RAYONIER,RAY_,2400,1952,1,--,SB,FU
RAYONIER,RAY_,2400,1953,1,--,SB,FU
RAYONIER,RAY_,2400,1954,1,--,SB,FU
RAYONIER,RAY_,2400,1955,1,--,SB,FU
RAYONIER,RAY_,2400,1956,1,--,SB,FU
RAYONIER,RAY_,2400,1957,1,--,SB,FU
RAYONIER,RAY_,2400,1958,1,--,SB,FU
RAYONIER,RAY_,2400,1959,1,313,SB,FU
RAYONIER,RAY_,2400,1960,1,--,SB,FU
RAYONIER,RAY_,2400,1961,1,--,SB,FU
RAYONIER,RAY_,2400,1962,1,--,SB,FU
RAYONIER,RAY_,2400,1963,1,--,SB,FU
RAYONIER,RAY_,2400,1964,1,--,SB,FU
RAYONIER,RAY_,2400,1965,1,--,SB,FU
RAYONIER,RAY_,2400,1966,1,--,SB,FU
RAYONIER,RAY_,2400,1967,1,--,SB,FU
RAYONIER,RAY_,2400,1968,0,--,SB,FU
REMINGTON RAND,REM_,3670,1949,1,200,RC,PD
REMINGTON RAND,REM_,3670,1950,1,--,RC,PD
REMINGTON RAND,REM_,3670,1951,1,--,RC,PD
REMINGTON RAND,REM_,3670,1952,1,--,RC,PD
REMINGTON RAND,REM_,3670,1953,1,--,RC,PD
REMINGTON RAND,REM_,3670,1954,1,--,RC,PD
REMINGTON RAND,REM_,3670,1955,0,--,RC,PD
REPUBLIC AVIATION,REP_,3721,1949,1,500,SB,FU
REPUBLIC AVIATION,REP_,3721,1950,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1951,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1952,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1953,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1954,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1955,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1956,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1957,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1958,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1959,1,228,SB,FU
REPUBLIC AVIATION,REP_,3721,1960,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1961,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1962,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1963,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1964,1,--,SB,FU
REPUBLIC AVIATION,REP_,3721,1965,0,--,SB,FU
REPUBLIC STEEL CORP,RS,3310,1949,1,29,DV,FU
REPUBLIC STEEL CORP,RS,3310,1950,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1951,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1952,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1953,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1954,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1955,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1956,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1957,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1958,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1959,1,36,DV,FU
REPUBLIC STEEL CORP,RS,3310,1960,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1961,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1962,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1963,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1964,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1965,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1966,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1967,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1968,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1969,1,69,DV,FU
REPUBLIC STEEL CORP,RS,3310,1970,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1971,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1972,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1973,1,--,DV,FU
REPUBLIC STEEL CORP,RS,3310,1974,1,63,DV,FU
REVLON INC.,REV,2844,1949,0,0,DC,FU
REVLON INC.,REV,2844,1950,0,--,DC,FU
REVLON INC.,REV,2844,1951,0,--,DC,FU
REVLON INC.,REV,2844,1952,0,--,DC,FU
REVLON INC.,REV,2844,1953,0,--,DC,FU
REVLON INC.,REV,2844,1954,0,--,DC,FU
REVLON INC.,REV,2844,1955,0,--,DC,FU
REVLON INC.,REV,2844,1956,1,--,DC,FU
REVLON INC.,REV,2844,1957,1,--,DC,FS
REVLON INC.,REV,2844,1958,1,--,DC,FS
REVLON INC.,REV,2844,1959,1,323,DC,FS
REVLON INC.,REV,2844,1960,1,--,DC,FS
REVLON INC.,REV,2844,1961,1,--,DC,FS
REVLON INC.,REV,2844,1962,1,--,DC,FS
REVLON INC.,REV,2844,1963,1,--,DC,FS
REVLON INC.,REV,2844,1964,1,--,DC,FS
REVLON INC.,REV,2844,1965,1,--,DC,FS
REVLON INC.,REV,2844,1966,1,--,DC,PD
REVLON INC.,REV,2844,1967,1,--,DC,PD
REVLON INC.,REV,2844,1968,1,--,DC,PD
REVLON INC.,REV,2844,1969,1,296,DC,PD
REVLON INC.,REV,2844,1970,1,--,DC,PD
REVLON INC.,REV,2844,1971,1,--,DC,PD
REVLON INC.,REV,2844,1972,1,--,DC,PD
REVLON INC.,REV,2844,1973,1,--,DC,PD
REVLON INC.,REV,2844,1974,1,291,DC,PD
REYNOLDS METALS CO,RLM,3334,1949,1,200,DV,FU
REYNOLDS METALS CO,RLM,3334,1950,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1951,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1952,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1953,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1954,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1955,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1956,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1957,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1958,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1959,1,91,DV,FU
REYNOLDS METALS CO,RLM,3334,1960,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1961,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1962,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1963,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1964,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1965,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1966,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1967,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1968,1,--,DV,FU
REYNOLDS METALS CO,RLM,3334,1969,1,114,DV,PD
REYNOLDS METALS CO,RLM,3334,1970,1,--,DV,PD
REYNOLDS METALS CO,RLM,3334,1971,1,--,DV,PD
REYNOLDS METALS CO,RLM,3334,1972,1,--,DV,PD
REYNOLDS METALS CO,RLM,3334,1973,1,--,DV,PD
REYNOLDS METALS CO,RLM,3334,1974,1,95,DV,PD
RICHFIELD OIL CORP,RIC_,2912,1949,1,200,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1950,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1951,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1952,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1953,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1954,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1955,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1956,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1957,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1958,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1959,1,178,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1960,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1961,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1962,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1963,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1964,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1965,1,--,SB,FU
RICHFIELD OIL CORP,RIC_,2912,1966,0,--,SB,FU
ROCKWELL INTL CORP,ROK,3721,1949,1,200,DC,FU
ROCKWELL INTL CORP,ROK,3721,1950,1,--,DC,FU
ROCKWELL INTL CORP,ROK,3721,1951,1,--,DC,FU
ROCKWELL INTL CORP,ROK,3721,1952,1,--,DC,FU
ROCKWELL INTL CORP,ROK,3721,1953,1,--,DC,FU
ROCKWELL INTL CORP,ROK,3721,1954,1,--,DC,FU
ROCKWELL INTL CORP,ROK,3721,1955,1,--,DC,PD
ROCKWELL INTL CORP,ROK,3721,1956,1,--,DC,PD
ROCKWELL INTL CORP,ROK,3721,1957,1,--,RC,PD
ROCKWELL INTL CORP,ROK,3721,1958,1,--,RC,PD
ROCKWELL INTL CORP,ROK,3721,1959,1,38,RC,PD
ROCKWELL INTL CORP,ROK,3721,1960,1,--,RC,PD
ROCKWELL INTL CORP,ROK,3721,1961,1,--,RC,PD
ROCKWELL INTL CORP,ROK,3721,1962,1,--,RC,PD
ROCKWELL INTL CORP,ROK,3721,1963,1,--,RC,PD
ROCKWELL INTL CORP,ROK,3721,1964,1,--,RC,PD
ROCKWELL INTL CORP,ROK,3721,1965,1,--,RC,PD
ROCKWELL INTL CORP,ROK,3721,1966,1,--,RC,PD
ROCKWELL INTL CORP,ROK,3721,1967,1,--,UC,PD
ROCKWELL INTL CORP,ROK,3721,1968,1,--,UC,PD
ROCKWELL INTL CORP,ROK,3721,1969,1,30,UC,PD
ROCKWELL INTL CORP,ROK,3721,1970,1,--,UC,PD
ROCKWELL INTL CORP,ROK,3721,1971,1,--,UC,PD
ROCKWELL INTL CORP,ROK,3721,1972,1,--,UC,PD
ROCKWELL INTL CORP,ROK,3721,1973,1,--,UC,PD
ROCKWELL INTL CORP,ROK,3721,1974,1,35,UC,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1949,1,500,UC,HC
ROCKWELL MANUFACTURING CO,ROK_,3560,1950,1,--,UC,HC
ROCKWELL MANUFACTURING CO,ROK_,3560,1951,1,--,UC,HC
ROCKWELL MANUFACTURING CO,ROK_,3560,1952,1,--,UC,HC
ROCKWELL MANUFACTURING CO,ROK_,3560,1953,1,--,UC,HC
ROCKWELL MANUFACTURING CO,ROK_,3560,1954,1,--,UC,HC
ROCKWELL MANUFACTURING CO,ROK_,3560,1955,1,--,UC,HC
ROCKWELL MANUFACTURING CO,ROK_,3560,1956,1,--,UC,HC
ROCKWELL MANUFACTURING CO,ROK_,3560,1957,1,--,UC,HC
ROCKWELL MANUFACTURING CO,ROK_,3560,1958,1,--,UC,HC
ROCKWELL MANUFACTURING CO,ROK_,3560,1959,1,327,UC,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1960,1,--,UC,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1961,1,--,UC,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1962,1,--,UP,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1963,1,--,UP,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1964,1,--,UP,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1965,1,--,UP,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1966,1,--,UP,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1967,1,--,UP,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1968,1,--,UP,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1969,1,344,UP,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1970,1,--,UP,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1971,1,--,UP,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1972,1,--,UP,PD
ROCKWELL MANUFACTURING CO,ROK_,3560,1973,0,--,UP,PD
ROCKWELL-STANDARD CO,ROC_,3714,1949,1,500,RC,FU
ROCKWELL-STANDARD CO,ROC_,3714,1950,1,--,RC,FU
ROCKWELL-STANDARD CO,ROC_,3714,1951,1,--,RC,FU
ROCKWELL-STANDARD CO,ROC_,3714,1952,1,--,RC,FU
ROCKWELL-STANDARD CO,ROC_,3714,1953,1,--,RC,FU
ROCKWELL-STANDARD CO,ROC_,3714,1954,1,--,RC,FU
ROCKWELL-STANDARD CO,ROC_,3714,1955,1,--,RC,FU
ROCKWELL-STANDARD CO,ROC_,3714,1956,1,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1957,1,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1958,1,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1959,1,163,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1960,1,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1961,1,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1962,1,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1963,1,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1964,1,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1965,1,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1966,1,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1967,0,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1968,0,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1969,0,0,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1970,0,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1971,0,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1972,0,--,RC,PD
ROCKWELL-STANDARD CO,ROC_,3714,1973,0,--,RC,PD
ROHM & HAAS CO,ROH,2802,1949,0,500,RC,FS
ROHM & HAAS CO,ROH,2802,1950,0,--,RC,FS
ROHM & HAAS CO,ROH,2802,1951,0,--,RC,FS
ROHM & HAAS CO,ROH,2802,1952,0,--,RC,FS
ROHM & HAAS CO,ROH,2802,1953,1,--,RC,FS
ROHM & HAAS CO,ROH,2802,1954,1,--,RC,FS
ROHM & HAAS CO,ROH,2802,1955,1,--,RC,FS
ROHM & HAAS CO,ROH,2802,1956,1,--,RC,FS
ROHM & HAAS CO,ROH,2802,1957,1,--,RC,FS
ROHM & HAAS CO,ROH,2802,1958,1,--,RC,FS
ROHM & HAAS CO,ROH,2802,1959,1,211,RC,FS
ROHM & HAAS CO,ROH,2802,1960,1,--,RC,FS
ROHM & HAAS CO,ROH,2802,1961,1,--,RC,FS
ROHM & HAAS CO,ROH,2802,1962,1,--,RC,FS
ROHM & HAAS CO,ROH,2802,1963,1,--,RC,FS
ROHM & HAAS CO,ROH,2802,1964,1,--,RC,FS
ROHM & HAAS CO,ROH,2802,1965,1,--,RC,PD
ROHM & HAAS CO,ROH,2802,1966,1,--,RC,PD
ROHM & HAAS CO,ROH,2802,1967,1,--,RC,PD
ROHM & HAAS CO,ROH,2802,1968,1,--,RC,PD
ROHM & HAAS CO,ROH,2802,1969,1,233,RC,PD
ROHM & HAAS CO,ROH,2802,1970,1,--,RC,PD
ROHM & HAAS CO,ROH,2802,1971,1,--,RC,PD
ROHM & HAAS CO,ROH,2802,1972,1,--,RC,PD
ROHM & HAAS CO,ROH,2802,1973,1,--,RC,PD
ROHM & HAAS CO,ROH,2802,1974,1,196,RC,PD
ROHR INDS,RHR,3725,1949,0,0,DC,FU
ROHR INDS,RHR,3725,1950,0,--,DC,FU
ROHR INDS,RHR,3725,1951,0,--,DC,FU
ROHR INDS,RHR,3725,1952,0,--,DC,FU
ROHR INDS,RHR,3725,1953,1,--,DC,FU
ROHR INDS,RHR,3725,1954,1,--,DC,FU
ROHR INDS,RHR,3725,1955,1,--,DC,FU
ROHR INDS,RHR,3725,1956,1,--,DC,FU
ROHR INDS,RHR,3725,1957,1,--,DC,FU
ROHR INDS,RHR,3725,1958,1,--,DC,FU
ROHR INDS,RHR,3725,1959,1,237,DC,FU
ROHR INDS,RHR,3725,1960,1,--,DC,FU
ROHR INDS,RHR,3725,1961,1,--,DC,FU
ROHR INDS,RHR,3725,1962,1,--,DC,FU
ROHR INDS,RHR,3725,1963,1,--,DC,PD
ROHR INDS,RHR,3725,1964,1,--,DC,PD
ROHR INDS,RHR,3725,1965,1,--,DC,PD
ROHR INDS,RHR,3725,1966,1,--,DC,PD
ROHR INDS,RHR,3725,1967,1,--,DC,PD
ROHR INDS,RHR,3725,1968,1,--,DC,PD
ROHR INDS,RHR,3725,1969,1,348,DC,PD
ROHR INDS,RHR,3725,1970,1,--,DC,PD
ROHR INDS,RHR,3725,1971,1,--,RC,PD
ROHR INDS,RHR,3725,1972,1,--,UC,PD
ROHR INDS,RHR,3725,1973,1,--,UC,PD
ROHR INDS,RHR,3725,1974,1,391,UC,PD
ROYAL MC BEE,RMB_,3570,1949,1,500,SB,FU
ROYAL MC BEE,RMB_,3570,1950,1,--,SB,FU
ROYAL MC BEE,RMB_,3570,1951,1,--,SB,FU
ROYAL MC BEE,RMB_,3570,1952,1,--,SB,FU
ROYAL MC BEE,RMB_,3570,1953,1,--,SB,FU
ROYAL MC BEE,RMB_,3570,1954,1,--,DC,FU
ROYAL MC BEE,RMB_,3570,1955,1,--,DC,FU
ROYAL MC BEE,RMB_,3570,1956,1,--,DC,FU
ROYAL MC BEE,RMB_,3570,1957,1,--,DC,FU
ROYAL MC BEE,RMB_,3570,1958,1,--,DC,FU
ROYAL MC BEE,RMB_,3570,1959,1,376,DC,FU
ROYAL MC BEE,RMB_,3570,1960,1,--,DC,FU
ROYAL MC BEE,RMB_,3570,1961,1,--,DC,FU
ROYAL MC BEE,RMB_,3570,1962,1,--,DC,FU
ROYAL MC BEE,RMB_,3570,1963,1,--,DC,FU
ROYAL MC BEE,RMB_,3570,1964,1,--,DC,FU
ROYAL MC BEE,RMB_,3570,1965,0,--,DC,FU
RUBEROID,RUB_,2803,1949,1,500,RC,FU
RUBEROID,RUB_,2803,1950,1,--,RC,FU
RUBEROID,RUB_,2803,1951,1,--,RC,FU
RUBEROID,RUB_,2803,1952,1,--,RC,FU
RUBEROID,RUB_,2803,1953,1,--,RC,FU
RUBEROID,RUB_,2803,1954,1,--,RC,FU
RUBEROID,RUB_,2803,1955,1,--,RC,FU
RUBEROID,RUB_,2803,1956,1,--,RC,FU
RUBEROID,RUB_,2803,1957,1,--,RC,FU
RUBEROID,RUB_,2803,1958,1,--,RC,FU
RUBEROID,RUB_,2803,1959,1,317,RC,FU
RUBEROID,RUB_,2803,1960,1,--,RC,FU
RUBEROID,RUB_,2803,1961,1,--,RC,FU
RUBEROID,RUB_,2803,1962,1,--,RC,FU
RUBEROID,RUB_,2803,1963,1,--,RC,FU
RUBEROID,RUB_,2803,1964,1,--,RC,FU
RUBEROID,RUB_,2803,1965,1,--,RC,FU
RUBEROID,RUB_,2803,1966,1,--,RC,FU
RUBEROID,RUB_,2803,1967,0,--,RC,FU
RYAN AERONAUTICAL,RYN_,3721,1949,0,0,SB,FU
RYAN AERONAUTICAL,RYN_,3721,1950,0,--,SB,FU
RYAN AERONAUTICAL,RYN_,3721,1951,0,--,SB,FU
