"This the the original data from Richard P. Rumelt, Strategy, Structure, and Economic Performance,",,,,,,,
"updated to extend to 1974. The rank column shows ranks in only 1949,1959, 1969,and 1974. ",,,,,,,
"The 1949 ranks are exact for 1-99, 100-200 are marked 200, and 300-500 are marked 500.",,,,,,,
"In500  = 1 when the firm was in the top 500, and 0 when it was smaller than that. ",,,,,,,
Data begins and ends in 1949 and 1974 unless the firm was formed after 1949 and/or was acquired or otherwise disappeared before 1974.,,,,,,,
Change the extension to CSV to open as a spreadsheet.,,,,,,,

Name,Symbol,SIC,Year,In 500,Rank,Strategy,Structure
CUDAHY CO,CUD,2010,1960,1,--,DV,FS
CUDAHY CO,CUD,2010,1961,1,--,DV,FS
CUDAHY CO,CUD,2010,1962,1,--,DV,FS
CUDAHY CO,CUD,2010,1963,1,--,DV,FS
CUDAHY CO,CUD,2010,1964,1,--,DV,FS
CUDAHY CO,CUD,2010,1965,1,--,DV,FS
CUDAHY CO,CUD,2010,1966,1,--,DV,FS
CUDAHY CO,CUD,2010,1967,1,--,DV,FS
CUDAHY CO,CUD,2010,1968,1,--,DV,FS
CUDAHY CO,CUD,2010,1969,1,274,DV,FS
CUDAHY CO,CUD,2010,1970,1,--,DV,FS
CUDAHY CO,CUD,2010,1971,1,--,DV,FS
CUDAHY CO,CUD,2010,1972,0,--,DV,FS
CURTISS-WRIGHT CORP,CW,3721,1949,1,100,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1950,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1951,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1952,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1953,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1954,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1955,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1956,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1957,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1958,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1959,1,135,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1960,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1961,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1962,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1963,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1964,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1965,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1966,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1967,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1968,1,--,DC,PD
CURTISS-WRIGHT CORP,CW,3721,1969,1,318,UC,PD
CURTISS-WRIGHT CORP,CW,3721,1970,1,--,UC,PD
CURTISS-WRIGHT CORP,CW,3721,1971,1,--,UC,PD
CURTISS-WRIGHT CORP,CW,3721,1972,1,--,UC,PD
CURTISS-WRIGHT CORP,CW,3721,1973,1,--,UC,PD
CURTISS-WRIGHT CORP,CW,3721,1974,0,512,UC,PD
DANA CORP,DCN,3714,1949,1,200,SB,FU
DANA CORP,DCN,3714,1950,1,--,SB,FU
DANA CORP,DCN,3714,1951,1,--,SB,FU
DANA CORP,DCN,3714,1952,1,--,SB,FU
DANA CORP,DCN,3714,1953,1,--,SB,FU
DANA CORP,DCN,3714,1954,1,--,SB,FU
DANA CORP,DCN,3714,1955,1,--,SB,FU
DANA CORP,DCN,3714,1956,1,--,SB,FU
DANA CORP,DCN,3714,1957,1,--,SB,FU
DANA CORP,DCN,3714,1958,1,--,SB,FU
DANA CORP,DCN,3714,1959,1,208,SB,FU
DANA CORP,DCN,3714,1960,1,--,SB,FU
DANA CORP,DCN,3714,1961,1,--,SB,FU
DANA CORP,DCN,3714,1962,1,--,SB,FU
DANA CORP,DCN,3714,1963,1,--,SB,FU
DANA CORP,DCN,3714,1964,1,--,DC,PD
DANA CORP,DCN,3714,1965,1,--,DC,PD
DANA CORP,DCN,3714,1966,1,--,DC,PD
DANA CORP,DCN,3714,1967,1,--,DC,PD
DANA CORP,DCN,3714,1968,1,--,DC,PD
DANA CORP,DCN,3714,1969,1,173,DC,PD
DANA CORP,DCN,3714,1970,1,--,DC,PD
DANA CORP,DCN,3714,1971,1,--,DC,PD
DANA CORP,DCN,3714,1972,1,--,DC,PD
DANA CORP,DCN,3714,1973,1,--,DC,PD
DANA CORP,DCN,3714,1974,1,188,DC,PD
DEERE & CO,DE,3522,1949,1,63,SB,FU
DEERE & CO,DE,3522,1950,1,--,SB,FU
DEERE & CO,DE,3522,1951,1,--,SB,FU
DEERE & CO,DE,3522,1952,1,--,SB,FU
DEERE & CO,DE,3522,1953,1,--,SB,FU
DEERE & CO,DE,3522,1954,1,--,SB,FU
DEERE & CO,DE,3522,1955,1,--,SB,FU
DEERE & CO,DE,3522,1956,1,--,SB,FU
DEERE & CO,DE,3522,1957,1,--,SB,FU
DEERE & CO,DE,3522,1958,1,--,SB,FU
DEERE & CO,DE,3522,1959,1,78,SB,FU
DEERE & CO,DE,3522,1960,1,--,DC,FU
DEERE & CO,DE,3522,1961,1,--,DC,FU
DEERE & CO,DE,3522,1962,1,--,DC,FU
DEERE & CO,DE,3522,1963,1,--,DC,FU
DEERE & CO,DE,3522,1964,1,--,DC,FU
DEERE & CO,DE,3522,1965,1,--,DC,FU
DEERE & CO,DE,3522,1966,1,--,DC,FU
DEERE & CO,DE,3522,1967,1,--,DC,FU
DEERE & CO,DE,3522,1968,1,--,DC,FU
DEERE & CO,DE,3522,1969,1,112,DC,FU
DEERE & CO,DE,3522,1970,1,--,DC,FU
DEERE & CO,DE,3522,1971,1,--,DC,FU
DEERE & CO,DE,3522,1972,1,--,DC,PD
DEERE & CO,DE,3522,1973,1,--,DC,PD
DEERE & CO,DE,3522,1974,1,75,DC,PD
DI GIORGI0 CORP,DIG,5140,1949,0,0,DC,FS
DI GIORGI0 CORP,DIG,5140,1950,0,--,DC,FS
DI GIORGI0 CORP,DIG,5140,1951,0,--,DC,FS
DI GIORGI0 CORP,DIG,5140,1952,0,--,DC,FS
DI GIORGI0 CORP,DIG,5140,1953,0,--,DC,FS
DI GIORGI0 CORP,DIG,5140,1954,0,--,DC,FS
DI GIORGI0 CORP,DIG,5140,1955,0,--,DC,FS
DI GIORGI0 CORP,DIG,5140,1956,0,--,DC,FS
DI GIORGI0 CORP,DIG,5140,1957,0,--,DC,FS
DI GIORGI0 CORP,DIG,5140,1958,0,--,DC,FS
DI GIORGI0 CORP,DIG,5140,1959,1,393,RC,PD
DI GIORGI0 CORP,DIG,5140,1960,1,--,RC,PD
DI GIORGI0 CORP,DIG,5140,1961,1,--,RC,PD
DI GIORGI0 CORP,DIG,5140,1962,1,--,RC,PD
DI GIORGI0 CORP,DIG,5140,1963,1,--,DC,PD
DI GIORGI0 CORP,DIG,5140,1964,1,--,DC,PD
DI GIORGI0 CORP,DIG,5140,1965,1,--,DC,PD
DI GIORGI0 CORP,DIG,5140,1966,1,--,DC,PD
DI GIORGI0 CORP,DIG,5140,1967,1,--,UC,PD
DI GIORGI0 CORP,DIG,5140,1968,1,--,UC,PD
DI GIORGI0 CORP,DIG,5140,1969,1,268,UC,PD
DI GIORGI0 CORP,DIG,5140,1970,1,--,UC,PD
DI GIORGI0 CORP,DIG,5140,1971,1,--,UC,PD
DI GIORGI0 CORP,DIG,5140,1972,1,--,UP,PD
DI GIORGI0 CORP,DIG,5140,1973,1,--,UP,PD
DI GIORGI0 CORP,DIG,5140,1974,1,333,UP,PD
DIAMOND INTL CORP,DN,2650,1949,1,500,DV,FU
DIAMOND INTL CORP,DN,2650,1950,1,--,DV,FU
DIAMOND INTL CORP,DN,2650,1951,1,--,DV,FU
DIAMOND INTL CORP,DN,2650,1952,1,--,DV,FU
DIAMOND INTL CORP,DN,2650,1953,1,--,DV,FU
DIAMOND INTL CORP,DN,2650,1954,1,--,DV,FU
DIAMOND INTL CORP,DN,2650,1955,1,--,DV,FU
DIAMOND INTL CORP,DN,2650,1956,1,--,DV,FU
DIAMOND INTL CORP,DN,2650,1957,1,--,DV,FU
DIAMOND INTL CORP,DN,2650,1958,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1959,1,201,DV,PD
DIAMOND INTL CORP,DN,2650,1960,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1961,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1962,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1963,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1964,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1965,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1966,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1967,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1968,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1969,1,216,DV,PD
DIAMOND INTL CORP,DN,2650,1970,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1971,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1972,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1973,1,--,DV,PD
DIAMOND INTL CORP,DN,2650,1974,1,246,DV,PD
DIGITAL EQUIPMENT,DEC,3573,1957,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1958,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1959,0,0,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1960,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1961,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1962,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1963,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1964,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1965,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1966,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1967,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1968,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1969,0,0,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1970,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1971,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1972,0,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1973,1,--,SB,FU
DIGITAL EQUIPMENT,DEC,3573,1974,1,388,SB,FU
DOEHLER-JARVIS,DOJ_,3311,1949,1,500,SB,FU
DOEHLER-JARVIS,DOJ_,3311,1950,1,--,SB,FU
DOEHLER-JARVIS,DOJ_,3311,1951,1,--,SB,FU
DOEHLER-JARVIS,DOJ_,3311,1952,1,--,SB,FU
DOEHLER-JARVIS,DOJ_,3311,1953,0,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1949,1,500,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1950,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1951,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1952,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1953,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1954,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1955,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1956,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1957,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1958,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1959,1,312,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1960,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1961,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1962,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1963,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1964,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1965,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1966,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1967,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1968,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1969,1,304,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1970,1,--,SB,FU
DONNELLEY R R SONS CO,DNY,2752,1971,1,--,SB,PD
DONNELLEY R R SONS CO,DNY,2752,1972,1,--,SB,PD
DONNELLEY R R SONS CO,DNY,2752,1973,1,--,SB,PD
DONNELLEY R R SONS CO,DNY,2752,1974,1,370,SB,PD
DOW CHEMICAL,DOW,2801,1949,1,52,RC,FS
DOW CHEMICAL,DOW,2801,1950,1,--,RC,FS
DOW CHEMICAL,DOW,2801,1951,1,--,RC,FS
DOW CHEMICAL,DOW,2801,1952,1,--,RC,FS
DOW CHEMICAL,DOW,2801,1953,1,--,RC,FS
DOW CHEMICAL,DOW,2801,1954,1,--,RC,FS
DOW CHEMICAL,DOW,2801,1955,1,--,RC,FS
DOW CHEMICAL,DOW,2801,1956,1,--,RC,FS
DOW CHEMICAL,DOW,2801,1957,1,--,RC,FS
DOW CHEMICAL,DOW,2801,1958,1,--,RC,FS
DOW CHEMICAL,DOW,2801,1959,1,58,RC,FS
DOW CHEMICAL,DOW,2801,1960,1,--,RC,FS
DOW CHEMICAL,DOW,2801,1961,1,--,RC,FS
DOW CHEMICAL,DOW,2801,1962,1,--,RC,FS
DOW CHEMICAL,DOW,2801,1963,1,--,RL,FS
DOW CHEMICAL,DOW,2801,1964,1,--,RL,FS
DOW CHEMICAL,DOW,2801,1965,1,--,RL,FS
DOW CHEMICAL,DOW,2801,1966,1,--,RL,GW
DOW CHEMICAL,DOW,2801,1967,1,--,RL,GW
DOW CHEMICAL,DOW,2801,1968,1,--,RL,GW
DOW CHEMICAL,DOW,2801,1969,1,49,RL,GW
DOW CHEMICAL,DOW,2801,1970,1,--,RL,GW
DOW CHEMICAL,DOW,2801,1971,1,--,RL,GW
DOW CHEMICAL,DOW,2801,1972,1,--,RL,GW
DOW CHEMICAL,DOW,2801,1973,1,--,RL,GW
DOW CHEMICAL,DOW,2801,1974,1,27,RL,GW
DRESSER INDS INC,DI,3533,1949,1,500,RC,HC
DRESSER INDS INC,DI,3533,1950,1,--,RC,HC
DRESSER INDS INC,DI,3533,1951,1,--,RC,HC
DRESSER INDS INC,DI,3533,1952,1,--,RC,HC
DRESSER INDS INC,DI,3533,1953,1,--,RC,HC
DRESSER INDS INC,DI,3533,1954,1,--,RC,HC
DRESSER INDS INC,DI,3533,1955,1,--,RC,HC
DRESSER INDS INC,DI,3533,1956,1,--,RC,HC
DRESSER INDS INC,DI,3533,1957,1,--,RC,HC
DRESSER INDS INC,DI,3533,1958,1,--,RC,PD
DRESSER INDS INC,DI,3533,1959,1,199,RC,PD
DRESSER INDS INC,DI,3533,1960,1,--,RC,PD
DRESSER INDS INC,DI,3533,1961,1,--,RC,PD
DRESSER INDS INC,DI,3533,1962,1,--,RC,PD
DRESSER INDS INC,DI,3533,1963,1,--,RL,PD
DRESSER INDS INC,DI,3533,1964,1,--,RL,PD
DRESSER INDS INC,DI,3533,1965,1,--,RL,PD
DRESSER INDS INC,DI,3533,1966,1,--,RL,PD
DRESSER INDS INC,DI,3533,1967,1,--,RL,PD
DRESSER INDS INC,DI,3533,1968,1,--,RL,PD
DRESSER INDS INC,DI,3533,1969,1,163,RL,PD
DRESSER INDS INC,DI,3533,1970,1,--,RL,PD
DRESSER INDS INC,DI,3533,1971,1,--,RL,PD
DRESSER INDS INC,DI,3533,1972,1,--,RL,PD
DRESSER INDS INC,DI,3533,1973,1,--,RL,PD
DRESSER INDS INC,DI,3533,1974,1,146,RL,PD
DUMONT (ALLEN B) LABS,ABD_,3651,1949,1,500,DC,PD
DUMONT (ALLEN B) LABS,ABD_,3651,1950,1,--,DC,PD
DUMONT (ALLEN B) LABS,ABD_,3651,1951,1,--,DC,PD
DUMONT (ALLEN B) LABS,ABD_,3651,1952,1,--,DC,PD
DUMONT (ALLEN B) LABS,ABD_,3651,1953,1,--,DC,PD
DUMONT (ALLEN B) LABS,ABD_,3651,1954,1,--,DC,PD
DUMONT (ALLEN B) LABS,ABD_,3651,1955,1,--,DC,PD
DUMONT (ALLEN B) LABS,ABD_,3651,1956,0,--,DC,PD
DUMONT (ALLEN B) LABS,ABD_,3651,1957,0,--,DC,PD
DUMONT (ALLEN B) LABS,ABD_,3651,1958,0,--,DC,PD
DUMONT (ALLEN B) LABS,ABD_,3651,1959,0,0,DC,PD
DUMONT (ALLEN B) LABS,ABD_,3651,1960,0,--,DC,PD
DUPONT (E I) DE NEMOURS,DD,2801,1949,1,8,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1950,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1951,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1952,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1953,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1954,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1955,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1956,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1957,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1958,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1959,1,12,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1960,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1961,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1962,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1963,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1964,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1965,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1966,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1967,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1968,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1969,1,15,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1970,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1971,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1972,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1973,1,--,RL,PD
DUPONT (E I) DE NEMOURS,DD,2801,1974,1,17,RL,PD
EAGLE-PICHER INDS,EPI,3999,1949,1,500,RL,FS
EAGLE-PICHER INDS,EPI,3999,1950,1,--,RL,FS
EAGLE-PICHER INDS,EPI,3999,1951,1,--,RL,FS
EAGLE-PICHER INDS,EPI,3999,1952,1,--,RL,FS
EAGLE-PICHER INDS,EPI,3999,1953,1,--,RL,PD
EAGLE-PICHER INDS,EPI,3999,1954,1,--,UC,PD
EAGLE-PICHER INDS,EPI,3999,1955,1,--,UC,PD
EAGLE-PICHER INDS,EPI,3999,1956,1,--,UC,PD
EAGLE-PICHER INDS,EPI,3999,1957,1,--,UC,PD
EAGLE-PICHER INDS,EPI,3999,1958,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1959,1,330,UP,PD
EAGLE-PICHER INDS,EPI,3999,1960,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1961,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1962,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1963,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1964,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1965,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1966,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1967,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1968,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1969,1,394,UP,PD
EAGLE-PICHER INDS,EPI,3999,1970,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1971,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1972,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1973,1,--,UP,PD
EAGLE-PICHER INDS,EPI,3999,1974,1,430,UP,PD
EASTMAN KODAK CO,EK,3861,1949,1,33,RC,FS
EASTMAN KODAK CO,EK,3861,1950,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1951,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1952,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1953,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1954,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1955,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1956,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1957,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1958,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1959,1,45,RC,FS
EASTMAN KODAK CO,EK,3861,1960,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1961,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1962,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1963,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1964,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1965,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1966,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1967,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1968,1,--,RC,FS
EASTMAN KODAK CO,EK,3861,1969,1,27,RC,FS
EASTMAN KODAK CO,EK,3861,1970,1,--,RC,PD
EASTMAN KODAK CO,EK,3861,1971,1,--,RC,PD
EASTMAN KODAK CO,EK,3861,1972,1,--,RC,PD
EASTMAN KODAK CO,EK,3861,1973,1,--,RC,PD
EASTMAN KODAK CO,EK,3861,1974,1,32,RC,PD
EATON CORP,ETN,3714,1949,1,200,SB,PD
EATON CORP,ETN,3714,1950,1,--,SB,PD
EATON CORP,ETN,3714,1951,1,--,SB,PD
EATON CORP,ETN,3714,1952,1,--,SB,PD
EATON CORP,ETN,3714,1953,1,--,SB,PD
EATON CORP,ETN,3714,1954,1,--,SB,PD
EATON CORP,ETN,3714,1955,1,--,SB,PD
EATON CORP,ETN,3714,1956,1,--,DC,PD
EATON CORP,ETN,3714,1957,1,--,DC,PD
EATON CORP,ETN,3714,1958,1,--,DC,PD
EATON CORP,ETN,3714,1959,1,160,DC,PD
EATON CORP,ETN,3714,1960,1,--,DC,PD
EATON CORP,ETN,3714,1961,1,--,DC,PD
EATON CORP,ETN,3714,1962,1,--,DC,PD
EATON CORP,ETN,3714,1963,1,--,RL,PD
EATON CORP,ETN,3714,1964,1,--,RL,PD
EATON CORP,ETN,3714,1965,1,--,RL,PD
EATON CORP,ETN,3714,1966,1,--,RL,PD
EATON CORP,ETN,3714,1967,1,--,RL,PD
EATON CORP,ETN,3714,1968,1,--,RL,PD
EATON CORP,ETN,3714,1969,1,110,RL,PD
EATON CORP,ETN,3714,1970,1,--,RL,PD
EATON CORP,ETN,3714,1971,1,--,RL,PD
EATON CORP,ETN,3714,1972,1,--,RL,PD
EATON CORP,ETN,3714,1973,1,--,RL,PD
EATON CORP,ETN,3714,1974,1,110,RL,PD
ELTRA CORP.,ET,3714,1949,1,200,RC,FU
ELTRA CORP.,ET,3714,1950,1,--,RC,FU
ELTRA CORP.,ET,3714,1951,1,--,RC,FU
ELTRA CORP.,ET,3714,1952,1,--,RC,FU
ELTRA CORP.,ET,3714,1953,1,--,RC,FU
ELTRA CORP.,ET,3714,1954,1,--,RC,FU
ELTRA CORP.,ET,3714,1955,1,--,RC,FU
ELTRA CORP.,ET,3714,1956,1,--,RC,FU
ELTRA CORP.,ET,3714,1957,1,--,RC,FU
ELTRA CORP.,ET,3714,1958,1,--,RC,PD
ELTRA CORP.,ET,3714,1959,1,223,RC,PD
ELTRA CORP.,ET,3714,1960,1,--,RC,PD
ELTRA CORP.,ET,3714,1961,1,--,RC,PD
ELTRA CORP.,ET,3714,1962,1,--,RC,PD
ELTRA CORP.,ET,3714,1963,1,--,UC,PD
ELTRA CORP.,ET,3714,1964,1,--,UC,PD
ELTRA CORP.,ET,3714,1965,1,--,UC,PD
ELTRA CORP.,ET,3714,1966,1,--,UC,PD
ELTRA CORP.,ET,3714,1967,1,--,UC,PD
ELTRA CORP.,ET,3714,1968,1,--,UC,PD
ELTRA CORP.,ET,3714,1969,1,238,UC,PD
ELTRA CORP.,ET,3714,1970,1,--,UC,PD
ELTRA CORP.,ET,3714,1971,1,--,UC,PD
ELTRA CORP.,ET,3714,1972,1,--,UC,PD
ELTRA CORP.,ET,3714,1973,1,--,UC,PD
ELTRA CORP.,ET,3714,1974,1,250,UC,PD
ENDICOTT JOHNSON CORP,EJN,3331,1949,1,200,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1950,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1951,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1952,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1953,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1954,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1955,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1956,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1957,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1958,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1959,1,287,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1960,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1961,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1962,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1963,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1964,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1965,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1966,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1967,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1968,1,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1969,0,524,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1970,0,--,SB,FU
ENDICOTT JOHNSON CORP,EJN,3331,1971,0,--,SB,FU
ENGELHARD MIN & CHEM,ENG,5050,1949,0,200,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1950,0,--,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1951,0,--,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1952,0,--,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1953,0,--,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1954,0,--,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1955,0,--,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1956,0,--,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1957,0,--,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1958,0,--,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1959,1,320,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1960,1,--,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1961,1,--,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1962,1,--,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1963,1,--,DC,HC
ENGELHARD MIN & CHEM,ENG,5050,1964,1,--,DC,HC
